"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Dosage in Murine Study]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Dosage in Human Study]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Gender]"	"Term Source REF"	"Term Accession Number"	"Factor Value[B3 Vitamin]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time]"	"Unit"	"Term Source REF"	"Term Accession Number"
"Abel Group Mouse 7"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"Mouse 7_heart 144"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 7"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"Mouse 7_heart 144_NADrerun"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 7"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 7_liver 144"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 7"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 7_liver 144_NADrerun"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 8"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"Mouse 8_heart 144"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 8"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"Mouse 8_heart 144_NADrerun"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 8"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 8_liver 144"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 8"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 8_liver 144_NADrerun"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 9"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 9_liver 144_Namrerun"	"500"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 9"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 9_liver 144_NADrerun"	"500"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 9"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 9_liver 144"	"500"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 9"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"Mouse 9_heart 144_Namrerun"	"500"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 9"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"Mouse 9_heart 144_NADrerun"	"500"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Abel Group Mouse 9"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000562"	"Sample collection"	"Mouse 9_heart 144"	"500"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"144"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 1"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 1_liver 0"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 1"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 1_liver 0_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 10"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 10_liver 2"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 10"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 10_liver 2_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 100"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 100_liver 6"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 101"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 101_liver 6"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 102"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 102_liver 6"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 103"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 103_liver 8"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 104"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 104_liver 8"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 105"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 105_liver 8"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 106"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 106_liver 12"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 107"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 107_liver 12"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 108"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 108_liver 12"	"0"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"saline"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 109"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 109_liver 0"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 109"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 109_liver 0_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 11"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 11_liver 2"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 11"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 11_liver 2_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 110"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 110_liver 0"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 110"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 110_liver 0_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 111"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 111_liver 0"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 111"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 111_liver 0_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 112"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 112_liver 2"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 112"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 112_liver 2_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 113"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 113_liver 2"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 113"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 113_liver 2_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 114"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 114_liver 2"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 114"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 114_liver 2_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 115"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 115_liver 4"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 115"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 115_liver 4_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 116"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 116_liver 4"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 116"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 116_liver 4_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 117"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 117_liver 4"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 117"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 117_liver 4_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"4"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 118"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 118_liver 6"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 118"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 118_liver 6_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 119"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 119_liver 6"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 119"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 119_liver 6_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 12"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 12_liver 2"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 12"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 12_liver 2_NADrerun"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"nicotinamide riboside chloride"	""	""	"2"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Brenner Group Mouse 120"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"Mouse 120_liver 6"	"185"	"milligram per kilogram body weight"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005354"	""	""	""	""	"Male"	""	""	"13C1 D1-nicotinamide riboside chloride"	""	""	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
