"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time Point]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Previous Malaria Infection]"	"Term Source REF"	"Term Accession Number"
"2588840"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_117"	"VT_150821_117.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"327"	""	""	"Diagnosis"	""	""	"Naive"	""	""
"2588840"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_119"	"VT_150821_119.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"329"	""	""	"Diagnosis"	""	""	"Naive"	""	""
"2588858"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_121"	"VT_150821_121.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"331"	""	""	"4 months"	""	""	"Semi-immune"	""	""
"2588858"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_123"	"VT_150821_123.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"333"	""	""	"4 months"	""	""	"Semi-immune"	""	""
"2588858"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_125"	"VT_150821_125.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"335"	""	""	"4 months"	""	""	"Semi-immune"	""	""
"2588867"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_127"	"VT_150821_127.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"337"	""	""	"Baseline"	""	""	"Naive"	""	""
"2588867"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_129"	"VT_150821_129.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"339"	""	""	"Baseline"	""	""	"Naive"	""	""
"2588867"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_131"	"VT_150821_131.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"341"	""	""	"Baseline"	""	""	"Naive"	""	""
"2588857"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_133"	"VT_150821_133.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"343"	""	""	"3 weeks"	""	""	"Semi-immune"	""	""
"2588857"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_135"	"VT_150821_135.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"345"	""	""	"3 weeks"	""	""	"Semi-immune"	""	""
"2588857"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_137"	"VT_150821_137.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"347"	""	""	"3 weeks"	""	""	"Semi-immune"	""	""
"2588848"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_139"	"VT_150821_139.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"349"	""	""	"Diagnosis"	""	""	"Naive"	""	""
"2588848"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_141"	"VT_150821_141.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"351"	""	""	"Diagnosis"	""	""	"Naive"	""	""
"2588848"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_143"	"VT_150821_143.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"353"	""	""	"Diagnosis"	""	""	"Naive"	""	""
"2588849"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_145"	"VT_150821_145.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"355"	""	""	"3 weeks"	""	""	"Naive"	""	""
"2588849"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_147"	"VT_150821_147.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"357"	""	""	"3 weeks"	""	""	"Naive"	""	""
"2588849"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_149"	"VT_150821_149.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"359"	""	""	"3 weeks"	""	""	"Naive"	""	""
"2588850"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_151"	"VT_150821_151.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"361"	""	""	"4 months"	""	""	"Naive"	""	""
"2588850"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_153"	"VT_150821_153.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"363"	""	""	"4 months"	""	""	"Naive"	""	""
"2588850"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_155"	"VT_150821_155.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"365"	""	""	"4 months"	""	""	"Naive"	""	""
"2588853"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_157"	"VT_150821_157.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"367"	""	""	"3 weeks"	""	""	"Naive"	""	""
"2588853"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_159"	"VT_150821_159.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"369"	""	""	"3 weeks"	""	""	"Naive"	""	""
"2588853"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_161"	"VT_150821_161.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"371"	""	""	"3 weeks"	""	""	"Naive"	""	""
"2588841"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_163"	"VT_150821_163.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"373"	""	""	"3 weeks"	""	""	"Naive"	""	""
"2588841"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_165"	"VT_150821_165.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"375"	""	""	"3 weeks"	""	""	"Naive"	""	""
"2588841"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_167"	"VT_150821_167.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"377"	""	""	"3 weeks"	""	""	"Naive"	""	""
"2588842"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_169"	"VT_150821_169.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"379"	""	""	"4 months"	""	""	"Naive"	""	""
"2588842"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_171"	"VT_150821_171.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"381"	""	""	"4 months"	""	""	"Naive"	""	""
"2588842"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_173"	"VT_150821_173.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"383"	""	""	"4 months"	""	""	"Naive"	""	""
"q3June2014_2b"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_175"	"VT_150821_175.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"385"	""	""	"N/A"	""	""	"N/A"	""	""
"q3June2014_2b"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_177"	"VT_150821_177.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"387"	""	""	"N/A"	""	""	"N/A"	""	""
"q3June2014_2b"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_179"	"VT_150821_179.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"389"	""	""	"N/A"	""	""	"N/A"	""	""
"nist2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_181"	"VT_150821_181.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"391"	""	""	"N/A"	""	""	"N/A"	""	""
"nist2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_183"	"VT_150821_183.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"393"	""	""	"N/A"	""	""	"N/A"	""	""
"nist2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"Accucore HILIC (2.6 µm, 2.1 mm x 50 mm; Thermo Scientific)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive HF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	""	"VT_150821_185"	"VT_150821_185.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_huc_hilicpos.tsv"	"2"	""	""	"395"	""	""	"N/A"	""	""	"N/A"	""	""
