"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Time Point]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"
"2418857"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_102"	"VT_150908_102.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3"	""	""	"1"	""	""	"90"	""	""
"2468060"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_104"	"VT_150908_104.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 4"	""	""	"1"	""	""	"92"	""	""
"2468060"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_106"	"VT_150908_106.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 4"	""	""	"1"	""	""	"94"	""	""
"2468060"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_108"	"VT_150908_108.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 4"	""	""	"1"	""	""	"96"	""	""
"2413685"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_110"	"VT_150908_110.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 2"	""	""	"1"	""	""	"98"	""	""
"2413685"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_112"	"VT_150908_112.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 2"	""	""	"1"	""	""	"100"	""	""
"2413685"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_114"	"VT_150908_114.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 2"	""	""	"1"	""	""	"102"	""	""
"2473596"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_116"	"VT_150908_116.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 5"	""	""	"1"	""	""	"104"	""	""
"2473596"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_118"	"VT_150908_118.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 5"	""	""	"1"	""	""	"106"	""	""
"2473596"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_120"	"VT_150908_120.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 5"	""	""	"1"	""	""	"108"	""	""
"2450278"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_134"	"VT_150908_134.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3A"	""	""	"1"	""	""	"110"	""	""
"2450278"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_136"	"VT_150908_136.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3A"	""	""	"1"	""	""	"112"	""	""
"2450278"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_138"	"VT_150908_138.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3A"	""	""	"1"	""	""	"114"	""	""
"2453190"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_140"	"VT_150908_140.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 4"	""	""	"1"	""	""	"116"	""	""
"2453190"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_142"	"VT_150908_142.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 4"	""	""	"1"	""	""	"118"	""	""
"2453190"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_144"	"VT_150908_144.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 4"	""	""	"1"	""	""	"120"	""	""
"2421735"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_146"	"VT_150908_146.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3"	""	""	"1"	""	""	"122"	""	""
"2421735"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_148"	"VT_150908_148.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3"	""	""	"1"	""	""	"124"	""	""
"2421735"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_150"	"VT_150908_150.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3"	""	""	"1"	""	""	"126"	""	""
"2413686"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_152"	"VT_150908_152.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 2"	""	""	"1"	""	""	"128"	""	""
"2413686"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_154"	"VT_150908_154.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 2"	""	""	"1"	""	""	"130"	""	""
"2413686"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_156"	"VT_150908_156.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 2"	""	""	"1"	""	""	"132"	""	""
"2473984"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_158"	"VT_150908_158.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 7"	""	""	"1"	""	""	"134"	""	""
"2473984"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_160"	"VT_150908_160.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 7"	""	""	"1"	""	""	"136"	""	""
"2473984"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_162"	"VT_150908_162.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 7"	""	""	"1"	""	""	"138"	""	""
"2454761"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_164"	"VT_150908_164.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 5"	""	""	"1"	""	""	"140"	""	""
"2454761"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_166"	"VT_150908_166.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 5"	""	""	"1"	""	""	"142"	""	""
"2454761"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_168"	"VT_150908_168.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 5"	""	""	"1"	""	""	"144"	""	""
"2413687"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_176"	"VT_150908_176.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 2"	""	""	"1"	""	""	"146"	""	""
"2413687"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_178"	"VT_150908_178.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 2"	""	""	"1"	""	""	"148"	""	""
"2413687"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_180"	"VT_150908_180.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 2"	""	""	"1"	""	""	"150"	""	""
"2464248"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_182"	"VT_150908_182.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 5"	""	""	"1"	""	""	"152"	""	""
"2464248"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_184"	"VT_150908_184.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 5"	""	""	"1"	""	""	"154"	""	""
"2464248"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_186"	"VT_150908_186.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 5"	""	""	"1"	""	""	"156"	""	""
"2454969"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_188"	"VT_150908_188.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3A"	""	""	"1"	""	""	"158"	""	""
"2454969"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_190"	"VT_150908_190.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3A"	""	""	"1"	""	""	"160"	""	""
"2454969"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_192"	"VT_150908_192.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3A"	""	""	"1"	""	""	"162"	""	""
"2418856"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_194"	"VT_150908_194.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3"	""	""	"1"	""	""	"164"	""	""
"2418856"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_196"	"VT_150908_196.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3"	""	""	"1"	""	""	"166"	""	""
"2418856"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_198"	"VT_150908_198.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3"	""	""	"1"	""	""	"168"	""	""
"2473985"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_200"	"VT_150908_200.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 7"	""	""	"1"	""	""	"170"	""	""
"2473985"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_202"	"VT_150908_202.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 7"	""	""	"1"	""	""	"172"	""	""
"2473985"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_204"	"VT_150908_204.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 7"	""	""	"1"	""	""	"174"	""	""
"2421362"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_212"	"VT_150908_212.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3"	""	""	"1"	""	""	"176"	""	""
"2421362"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_214"	"VT_150908_214.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3"	""	""	"1"	""	""	"178"	""	""
"2421362"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 50 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific High Field Q Exactive"	""	""	"MS:electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150908_216"	"VT_150908_216.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e23_c18neg.tsv"	"TimePoint 3"	""	""	"1"	""	""	"180"	""	""
