"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[batch]"	"Term Source REF"	"Term Accession Number"	"Factor Value[genotype_systematicName]"	"Term Source REF"	"Term Accession Number"	"Factor Value[genotype_commonName]"	"Term Source REF"	"Term Accession Number"	"Factor Value[analysis_time]"	"Term Source REF"	"Term Accession Number"	"Factor Value[sample_type]"	"Term Source REF"	"Term Accession Number"
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_F_4"	"1"	""	""	"YNR034W"	""	""	"SOL1"	""	""	"1373416322"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_D_4"	"1"	""	""	"YNR005C"	""	""	"NA"	""	""	"1373416785"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_E_1"	"1"	""	""	"YNR014W"	""	""	"NA"	""	""	"1373417017"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_E_4"	"1"	""	""	"YNL238W"	""	""	"KEX2"	""	""	"1373417249"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"43_E_5"	"1"	""	""	"YIR014W"	""	""	"NA"	""	""	"1373417482"	""	""	"Sample"	""	""
"solvent blank sample"	"blank"	""	""	"ethanol"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_16236"	"Sample collection"	"01_BLANK_05"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373417714"	""	""	"Blank"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC_003"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373417946"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_D_7"	"1"	""	""	"YNR007C"	""	""	"ATG3"	""	""	"1373418178"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_G_8"	"1"	""	""	"YBL101C"	""	""	"ECM21"	""	""	"1373418412"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"43_G_12"	"1"	""	""	"YNL097C"	""	""	"PHO23"	""	""	"1373418643"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_B_10"	"1"	""	""	"YNL029C"	""	""	"KTR5"	""	""	"1373418875"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_A_2"	"1"	""	""	"YOR366W"	""	""	"NA"	""	""	"1373419107"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_G_11"	"1"	""	""	"YBL104C"	""	""	"SEA4"	""	""	"1373419338"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_E_7"	"1"	""	""	"YHR121W"	""	""	"LSM12"	""	""	"1373419570"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_B_12"	"1"	""	""	"YGL060W"	""	""	"YBP2"	""	""	"1373420265"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_E_5"	"1"	""	""	"YNR020C"	""	""	"ATP23"	""	""	"1373420730"	""	""	"Sample"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"01_STD6_03"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373420963"	""	""	"Calibration standard"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"01_STD4_03"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373421194"	""	""	"Calibration standard"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"01_STD2_03"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373421426"	""	""	"Calibration standard"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_F_12"	"1"	""	""	"YNL212W"	""	""	"VID27"	""	""	"1373421658"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_H_12"	"1"	""	""	"YHR189W"	""	""	"PTH1"	""	""	"1373421888"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_C_9"	"1"	""	""	"YGL076C"	""	""	"RPL7A"	""	""	"1373422122"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_D_2"	"1"	""	""	"YNR002C"	""	""	"ATO2"	""	""	"1373422352"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"43_F_11"	"1"	""	""	"YNL074C"	""	""	"MLF3"	""	""	"1373422585"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_A_7"	"1"	""	""	"YNL008C"	""	""	"ASI3"	""	""	"1373422818"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_B_4"	"1"	""	""	"YGL050W"	""	""	"TYW3"	""	""	"1373423049"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"43_H_12"	"1"	""	""	"YNL125C"	""	""	"ESBP6"	""	""	"1373423280"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_A_3"	"1"	""	""	"YHR035W"	""	""	"NEL1"	""	""	"1373423512"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_B_1"	"1"	""	""	"YGL045W"	""	""	"RIM8"	""	""	"1373423743"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"43_G_3"	"1"	""	""	"YNL080C"	""	""	"EOS1"	""	""	"1373423975"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_G_1"	"1"	""	""	"YNL211C"	""	""	"MRX7"	""	""	"1373424207"	""	""	"Sample"	""	""
"solvent blank sample"	"blank"	""	""	"ethanol"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_16236"	"Sample collection"	"01_BLANK_06"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373424438"	""	""	"Blank"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC_004"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373424670"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_B_7"	"1"	""	""	"YGL054C"	""	""	"ERV14"	""	""	"1373424902"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"43_C_9"	"1"	""	""	"YIL159W"	""	""	"BNR1"	""	""	"1373425135"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_A_8"	"1"	""	""	"YGL037C"	""	""	"PNC1"	""	""	"1373425367"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_G_3"	"1"	""	""	"YNL206C"	""	""	"RTT106"	""	""	"1373425598"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"43_B_5"	"1"	""	""	"YIL135C"	""	""	"VHS2"	""	""	"1373425830"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_A_9"	"1"	""	""	"YGL039W"	""	""	"NA"	""	""	"1373426061"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_E_5"	"1"	""	""	"YHR117W"	""	""	"TOM71"	""	""	"1373426293"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_F_9"	"1"	""	""	"YHR139C"	""	""	"SPS100"	""	""	"1373426525"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_E_1"	"1"	""	""	"YNL242W"	""	""	"ATG2"	""	""	"1373426757"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"43_E_12"	"1"	""	""	"YNL051W"	""	""	"COG5"	""	""	"1373426990"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_G_5"	"1"	""	""	"YHR153C"	""	""	"SPO16"	""	""	"1373427222"	""	""	"Sample"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"01_STD5_04"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373427685"	""	""	"Calibration standard"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"01_STD3_04"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373427917"	""	""	"Calibration standard"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"01_STD1_04"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373428148"	""	""	"Calibration standard"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_E_7"	"1"	""	""	"YNL235C"	""	""	"NA"	""	""	"1373428380"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_F_5"	"1"	""	""	"YHR135C"	""	""	"YCK1"	""	""	"1373428612"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_D_6"	"1"	""	""	"YGL085W"	""	""	"LCL3"	""	""	"1373428845"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_F_4"	"1"	""	""	"YHR134W"	""	""	"WSS1"	""	""	"1373429308"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_B_2"	"1"	""	""	"YGL045W"	""	""	"RIM8"	""	""	"1373429540"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_A_4"	"1"	""	""	"YGL033W"	""	""	"HOP2"	""	""	"1373429772"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_C_6"	"1"	""	""	"YNL041C"	""	""	"COG6"	""	""	"1373430004"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_E_12"	"1"	""	""	"YHR129C"	""	""	"ARP1"	""	""	"1373430238"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_B_3"	"1"	""	""	"YNL021W"	""	""	"HDA1"	""	""	"1373430469"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"41_C_2"	"1"	""	""	"YNL034W"	""	""	"NA"	""	""	"1373430702"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"43_G_5"	"1"	""	""	"YNL083W"	""	""	"SAL1"	""	""	"1373430932"	""	""	"Sample"	""	""
"solvent blank sample"	"blank"	""	""	"ethanol"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_16236"	"Sample collection"	"01_BLANK_07"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373431164"	""	""	"Blank"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"QC_005"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373431396"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_F_1"	"1"	""	""	"YHR130C"	""	""	"NA"	""	""	"1373431628"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_C_1"	"1"	""	""	"YHR078W"	""	""	"NA"	""	""	"1373431860"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_F_8"	"1"	""	""	"YNL217W"	""	""	"NA"	""	""	"1373432323"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"43_E_8"	"1"	""	""	"YDR007W"	""	""	"TRP1"	""	""	"1373433020"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"43_B_12"	"1"	""	""	"YIL146C"	""	""	"ATG32"	""	""	"1373433252"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_D_10"	"1"	""	""	"YGL090W"	""	""	"LIF1"	""	""	"1373433484"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_A_1"	"1"	""	""	"YHR031C"	""	""	"RRM3"	""	""	"1373433949"	""	""	"Sample"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"28_H_12"	"1"	""	""	"YNL179C"	""	""	"NA"	""	""	"1373434181"	""	""	"Sample"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"01_STD6_04"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373434412"	""	""	"Calibration standard"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"01_STD4_04"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373434645"	""	""	"Calibration standard"	""	""
"Standard sample"	"reference compound"	"BAO"	"http://www.bioassayontology.org/bao#BAO_0002092"	"mixture"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_60004"	"Sample collection"	"01_STD2_04"	"1"	""	""	"NA"	""	""	"NA"	""	""	"1373434875"	""	""	"Calibration standard"	""	""
"Mutant strain from prototrophic deletion collection"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"15_A_12"	"1"	""	""	"YHR049W"	""	""	"FSH1"	""	""	"1373435338"	""	""	"Sample"	""	""
