"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Column model 2]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type 2]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Extra OCSCmedia 48hr B"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSCmedia 48hr B_1"	"Extra OCSCmedia 48hr B_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra OCSCmedia 48hr C"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra OCSCmedia 48hr C_1"	"Extra OCSCmedia 48hr C_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-26 A_2"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-26 A_2"	"Extra QC 1-26 A_2.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-26 A_3"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-26 A_3"	"Extra QC 1-26 A_3.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-26 A_4"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-26 A_4"	"Extra QC 1-26 A_4.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-26 B_1"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-26 B_1"	"Extra QC 1-26 B_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-26 B_2"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-26 B_2"	"Extra QC 1-26 B_2.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-26 B_3"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-26 B_3"	"Extra QC 1-26 B_3.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-26 B_4"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-26 B_4"	"Extra QC 1-26 B_4.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-27 A_1"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-27 A_1"	"Extra QC 1-27 A_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-27 A_2"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-27 A_2"	"Extra QC 1-27 A_2.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-27 A_3"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-27 A_3"	"Extra QC 1-27 A_3.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-27 B_1"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-27 B_1"	"Extra QC 1-27 B_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-27 B_2"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-27 B_2"	"Extra QC 1-27 B_2.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-27 B_3"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-27 B_3"	"Extra QC 1-27 B_3.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-28 A_1"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-28 A_1"	"Extra QC 1-28 A_1.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-28 A_2"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-28 A_2"	"Extra QC 1-28 A_2.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Extra QC 1-28 A_3"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Extra QC 1-28 A_3"	"Extra QC 1-28 A_3.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Blank Extra 2D"	"Extraction"	"2:1 cold acetonitrile precipitation"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7683B Automatic Liquid Sampler"	""	""	"HP-5 GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Rtx-200 (0.25 µm, 0.25 mm x 2 m; Restek)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Blank Extra 2D_3"	"Blank Extra 2D_3.csv"	"Data transformation"	""	"OCCvsOCSC&OCCinOCSCmediaExtraNorm.csv"	"Metabolite identification"	""	"m_baselineocc&ocsc_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
