"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Time point]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Dose]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Scan range]"	"Term Source REF"	"Term Accession Number"
"L14.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L14_K1_alternate_neg_low"	"044_CRa_H9M5_M470_L14_K1_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 1"	""	""	"Alternating"	""	""
"H01.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H01_K1_alternate_neg_low"	"006_CRa_H9M5_M470_H01_K1_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 1"	""	""	"Alternating"	""	""
"H03.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H03_K1_alternate_neg_low"	"017_CRa_H9M5_M470_H03_K1_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 1"	""	""	"Alternating"	""	""
"H14.R1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H14_K1_alternate_neg_low"	"008_CRa_H9M5_M470_H14_K1_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 1"	""	""	"Alternating"	""	""
"C01.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C01_K2_alternate_neg_low"	"035_CRa_H9M5_M470_C01_K2_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 2"	""	""	"Alternating"	""	""
"C03.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C03_K2_alternate_neg_low"	"039_CRa_H9M5_M470_C03_K2_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 2"	""	""	"Alternating"	""	""
"C14.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C14_K2_alternate_neg_low"	"011_CRa_H9M5_M470_C14_K2_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 2"	""	""	"Alternating"	""	""
"L01.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L01_K2_alternate_neg_low"	"007_CRa_H9M5_M470_L01_K2_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 2"	""	""	"Alternating"	""	""
"L03.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L03_K2_alternate_neg_low"	"021_CRa_H9M5_M470_L03_K2_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 2"	""	""	"Alternating"	""	""
"L14.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L14_K2_alternate_neg_low"	"045_CRa_H9M5_M470_L14_K2_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 2"	""	""	"Alternating"	""	""
"H01.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H01_K2_alternate_neg_low"	"016_CRa_H9M5_M470_H01_K2_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 2"	""	""	"Alternating"	""	""
"H03.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H03_K2_alternate_neg_low"	"026_CRa_H9M5_M470_H03_K2_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 2"	""	""	"Alternating"	""	""
"H14.R2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H14_K2_alternate_neg_low"	"015_CRa_H9M5_M470_H14_K2_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 2"	""	""	"Alternating"	""	""
"C01.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C01_K3_alternate_neg_low"	"019_CRa_H9M5_M470_C01_K3_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 3"	""	""	"Alternating"	""	""
"C03.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C03_K3_alternate_neg_low"	"036_CRa_H9M5_M470_C03_K3_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 3"	""	""	"Alternating"	""	""
"C14.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"C14_K3_alternate_neg_low"	"020_CRa_H9M5_M470_C14_K3_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Control"	""	""	"Replicate 3"	""	""	"Alternating"	""	""
"L01.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L01_K3_alternate_neg_low"	"029_CRa_H9M5_M470_L01_K3_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 3"	""	""	"Alternating"	""	""
"L03.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L03_K3_alternate_neg_low"	"010_CRa_H9M5_M470_L03_K3_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 3"	""	""	"Alternating"	""	""
"L14.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"L14_K3_alternate_neg_low"	"038_CRa_H9M5_M470_L14_K3_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"Low dose"	""	""	"Replicate 3"	""	""	"Alternating"	""	""
"H01.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H01_K3_alternate_neg_low"	"031_CRa_H9M5_M470_H01_K3_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"1"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 3"	""	""	"Alternating"	""	""
"H03.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H03_K3_alternate_neg_low"	"046_CRa_H9M5_M470_H03_K3_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"3"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 3"	""	""	"Alternating"	""	""
"H14.R3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"H14_K3_alternate_neg_low"	"027_CRa_H9M5_M470_H14_K3_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"High dose"	""	""	"Replicate 3"	""	""	"Alternating"	""	""
"Blank.1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_01_alternate_neg_low"	"001_CRa_H9M5_M470_Blank_01_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Alternating"	""	""
"Blank.2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_02_alternate_neg_low"	"005_CRa_H9M5_M470_Blank_02_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Alternating"	""	""
"Blank.3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_03_alternate_neg_low"	"009_CRa_H9M5_M470_Blank_03_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Alternating"	""	""
"Blank.4"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_04_alternate_neg_low"	"013_CRa_H9M5_M470_Blank_04_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Alternating"	""	""
"Blank.5"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_05_alternate_neg_low"	"018_CRa_H9M5_M470_Blank_05_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Alternating"	""	""
"Blank.6"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_06_alternate_neg_low"	"022_CRa_H9M5_M470_Blank_06_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Alternating"	""	""
"Blank.7"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_07_alternate_neg_low"	"028_CRa_H9M5_M470_Blank_07_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Alternating"	""	""
"Blank.8"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_08_alternate_neg_low"	"032_CRa_H9M5_M470_Blank_08_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Alternating"	""	""
"Blank.9"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_09_alternate_neg_low"	"037_CRa_H9M5_M470_Blank_09_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Alternating"	""	""
"Blank.10"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_10_alternate_neg_low"	"041_CRa_H9M5_M470_Blank_10_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Alternating"	""	""
"Blank.11"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Blank_11_alternate_neg_low"	"047_CRa_H9M5_M470_Blank_11_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Alternating"	""	""
"Pool.1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Accela II HPLC system"	""	""	"Hypersil GOLD aQ (1.9 μm, 2.1 mm x 100 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-200"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Pool_01_alternate_neg_low"	"002_CRa_H9M5_M470_Pool_01_alternate_neg_low_mr.mzML"	"Data transformation"	"Robust regression"	""	"Metabolite identification"	""	""	"NA"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"NA"	""	""	"NA"	""	""	"Alternating"	""	""
