"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model 1]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type 1]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model 2]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type 2]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"MH0036"	"Extraction"	""	""	"MH0036"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0037"	"Extraction"	""	""	"MH0037"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0038"	"Extraction"	""	""	"MH0038"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0039"	"Extraction"	""	""	"MH0039"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0040"	"Extraction"	""	""	"MH0040"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0041"	"Extraction"	""	""	"MH0041"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0042"	"Extraction"	""	""	"MH0042"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0043"	"Extraction"	""	""	"MH0043"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0044"	"Extraction"	""	""	"MH0044"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0045"	"Extraction"	""	""	"MH0045"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0046"	"Extraction"	""	""	"MH0046"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0047"	"Extraction"	""	""	"MH0047"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0048"	"Extraction"	""	""	"MH0048"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0049"	"Extraction"	""	""	"MH0049"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0050"	"Extraction"	""	""	"MH0050"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0051"	"Extraction"	""	""	"MH0051"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0052"	"Extraction"	""	""	"MH0052"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0053"	"Extraction"	""	""	"MH0053"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0054"	"Extraction"	""	""	"MH0054"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0055"	"Extraction"	""	""	"MH0055"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0056"	"Extraction"	""	""	"MH0056"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0057"	"Extraction"	""	""	"MH0057"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0058"	"Extraction"	""	""	"MH0058"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0059"	"Extraction"	""	""	"MH0059"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0060"	"Extraction"	""	""	"MH0060"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0061"	"Extraction"	""	""	"MH0061"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0062"	"Extraction"	""	""	"MH0062"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0063"	"Extraction"	""	""	"MH0063"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0064"	"Extraction"	""	""	"MH0064"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0065"	"Extraction"	""	""	"MH0065"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0066"	"Extraction"	""	""	"MH0066"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0067"	"Extraction"	""	""	"MH0067"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0068"	"Extraction"	""	""	"MH0068"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0069"	"Extraction"	""	""	"MH0069"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0070"	"Extraction"	""	""	"MH0070"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
"MH0071"	"Extraction"	""	""	"MH0071"	"Chromatography"	"Agilent 6890 GC"	""	""	"Rxi-5ms (0.18 µm, 0.18 mm x 10 m; Restek)"	""	""	"low polarity"	""	""	"methyl deactivated retention gap (0.53 mm x 1.5 m)"	""	""	"BPX-50 (0.1 µm, 0.1 mm x 1.5 m; SGE)"	""	""	"medium polarity"	""	""	""	""	""	""	"Mass spectrometry"	""	""	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	""	"deposition_metabolomicsD.xlsx"	"Data transformation"	""	"deposition_metabolomicsD.xlsx"	"Metabolite identification"	""	"m_GCxGC_mass_spectrometry_v2_maf.tsv"
