"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch number]"	"Term Source REF"	"Term Accession Number"
"F07"	"Extraction"	""	""	"ex_F07"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_E11_59"	"targeted_positive_lipid1_20121114_Lipid_1_E11_59.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"50"	""	""	"1"	""	""
"F08"	"Extraction"	""	""	"ex_F08"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_A6_6"	"targeted_positive_lipid2_20121114_Lipdi_2_A6_6.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"105"	""	""	"2"	""	""
"F09"	"Extraction"	""	""	"ex_F09"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_H6_90"	"targeted_positive_lipid2_20121114_Lipdi_2_H6_90.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"189"	""	""	"2"	""	""
"F11"	"Extraction"	""	""	"ex_F11"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_F8_68"	"targeted_positive_lipid1_20121114_Lipid_1_F8_68.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"71"	""	""	"1"	""	""
"F12"	"Extraction"	""	""	"ex_F12"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_B2_14"	"targeted_positive_lipid1_20121114_Lipid_1_B2_14.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"17"	""	""	"1"	""	""
"F13"	"Extraction"	""	""	"ex_F13"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_C10_34"	"targeted_positive_lipid1_20121114_Lipid_1_C10_34.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"25"	""	""	"1"	""	""
"F14"	"Extraction"	""	""	"ex_F14"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_G7_79"	"targeted_positive_lipid2_20121114_Lipdi_2_G7_79.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"178"	""	""	"2"	""	""
"F15"	"Extraction"	""	""	"ex_F15"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_B6_18"	"targeted_positive_lipid2_20121114_Lipdi_2_B6_18.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"117"	""	""	"2"	""	""
"F16"	"Extraction"	""	""	"ex_F16"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_D7_43"	"targeted_positive_lipid2_20121114_Lipdi_2_D7_43.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"142"	""	""	"2"	""	""
"F17"	"Extraction"	""	""	"ex_F17"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_E4_52"	"targeted_positive_lipid1_20121114_Lipid_1_E4_52.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"55"	""	""	"1"	""	""
"F18"	"Extraction"	""	""	"ex_F18"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_F5_65"	"targeted_positive_lipid2_20121114_Lipdi_2_F5_65.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"164"	""	""	"2"	""	""
"F19"	"Extraction"	""	""	"ex_F19"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_B8_20"	"targeted_positive_lipid1_20121114_Lipid_1_B8_20.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"23"	""	""	"1"	""	""
"F20"	"Extraction"	""	""	"ex_F20"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_A8_8"	"targeted_positive_lipid1_20121114_Lipid_1_A8_8.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"11"	""	""	"1"	""	""
"F21"	"Extraction"	""	""	"ex_F21"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_G1_73"	"targeted_positive_lipid1_20121114_Lipid_1_G1_73.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"76"	""	""	"1"	""	""
"F22"	"Extraction"	""	""	"ex_F22"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_C1_25"	"targeted_positive_lipid2_20121114_Lipdi_2_C1_25.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"124"	""	""	"2"	""	""
"F23"	"Extraction"	""	""	"ex_F23"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_A2_2"	"targeted_positive_lipid2_20121114_Lipdi_2_A2_2.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"101"	""	""	"2"	""	""
"F24"	"Extraction"	""	""	"ex_F24"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_B3_15"	"targeted_positive_lipid1_20121114_Lipid_1_B3_15.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"18"	""	""	"1"	""	""
"F25"	"Extraction"	""	""	"ex_F25"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_C7_31"	"targeted_positive_lipid2_20121114_Lipdi_2_C7_31.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"130"	""	""	"2"	""	""
"F26"	"Extraction"	""	""	"ex_F26"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_D9_45"	"targeted_positive_lipid2_20121114_Lipdi_2_D9_45.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"144"	""	""	"2"	""	""
"F27"	"Extraction"	""	""	"ex_F27"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_F6_66"	"targeted_positive_lipid1_20121114_Lipid_1_F6_66.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"69"	""	""	"1"	""	""
"F28"	"Extraction"	""	""	"ex_F28"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_E2_50"	"targeted_positive_lipid1_20121114_Lipid_1_E2_50.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"53"	""	""	"1"	""	""
"F29"	"Extraction"	""	""	"ex_F29"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_C1_25"	"targeted_positive_lipid1_20121114_Lipid_1_C1_25.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"28"	""	""	"1"	""	""
"F30"	"Extraction"	""	""	"ex_F30"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_C11_35"	"targeted_positive_lipid1_20121114_Lipid_1_C11_35.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"26"	""	""	"1"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_A10_10"	"targeted_positive_lipid1_20121114_Lipid_1_A10_10.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"1"	""	""	"1"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_A11_11"	"targeted_positive_lipid1_20121114_Lipid_1_A11_11.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"2"	""	""	"1"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_A12_12"	"targeted_positive_lipid1_20121114_Lipid_1_A12_12.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"3"	""	""	"1"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_B9_21"	"targeted_positive_lipid1_20121114_Lipid_1_B9_21.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"24"	""	""	"1"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_D6_42"	"targeted_positive_lipid1_20121114_Lipid_1_D6_42.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"45"	""	""	"1"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_F3_63"	"targeted_positive_lipid1_20121114_Lipid_1_F3_63.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"66"	""	""	"1"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid1_20121114_Lipid_1_H12_96"	"targeted_positive_lipid1_20121114_Lipid_1_H12_96.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"87"	""	""	"1"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_A9_9"	"targeted_positive_lipid2_20121114_Lipdi_2_A9_9.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"108"	""	""	"2"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_C6_30"	"targeted_positive_lipid2_20121114_Lipdi_2_C6_30.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"129"	""	""	"2"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_E3_51"	"targeted_positive_lipid2_20121114_Lipdi_2_E3_51.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"150"	""	""	"2"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_G12_84"	"targeted_positive_lipid2_20121114_Lipdi_2_G12_84.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"171"	""	""	"2"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_H7_91"	"targeted_positive_lipid2_20121114_Lipdi_2_H7_91.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"190"	""	""	"2"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_H8_92"	"targeted_positive_lipid2_20121114_Lipdi_2_H8_92.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"191"	""	""	"2"	""	""
"QC"	"Extraction"	""	""	"ex_QC"	"Chromatography"	"Shimadzu Prominence HPLC system"	""	""	"C18 (3.5 µm, 2.1 mm x 150 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	""	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"lipid2_20121114_Lipdi_2_H9_93"	"targeted_positive_lipid2_20121114_Lipdi_2_H9_93.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	""	"192"	""	""	"2"	""	""
