"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Detector]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Signal range]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Resolution]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"MARESI8877"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI8877"	"MARESI8877.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI8882"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI8882"	"MARESI8882.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI8887"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI8887"	"MARESI8887.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9056"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9056"	"MARESI9056.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9061"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9061"	"MARESI9061.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9146"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9146"	"MARESI9146.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9151"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9151"	"MARESI9151.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9288"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9288"	"MARESI9288.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9295"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9295"	"MARESI9295.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9302"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9302"	"MARESI9302.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9428"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9428"	"MARESI9428.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9508"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9508"	"MARESI9508.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9513"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9513"	"MARESI9513.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9518"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9518"	"MARESI9518.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9523"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9523"	"MARESI9523.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9648"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9648"	"MARESI9648.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9653"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9653"	"MARESI9653.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9658"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9658"	"MARESI9658.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9768"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9768"	"MARESI9768.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9782"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9782"	"MARESI9782.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9787"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9787"	"MARESI9787.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9792"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9792"	"MARESI9792.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9897"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9897"	"MARESI9897.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9902"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9902"	"MARESI9902.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"MARESI9907"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"MARESI9907"	"MARESI9907.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10072"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10072"	"LUBUSKI10072.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10077"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10077"	"LUBUSKI10077.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10082"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10082"	"LUBUSKI10082.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10087"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10087"	"LUBUSKI10087.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10237"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10237"	"LUBUSKI10237.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10351"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10351"	"LUBUSKI10351.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10356"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10356"	"LUBUSKI10356.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10361"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10361"	"LUBUSKI10361.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10366"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10366"	"LUBUSKI10366.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10531"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10531"	"LUBUSKI10531.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10536"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10536"	"LUBUSKI10536.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10541"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10541"	"LUBUSKI10541.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
"LUBUSKI10546"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 5 mm; Waters)"	""	""	"Waters ACQUITY UPLC PDA Detector"	""	""	"210-450 nm"	""	""	"2 nm"	""	""	""	""	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LUBUSKI10546"	"LUBUSKI10546.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv"
