"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell line]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Glucose source]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Level measurement type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Cell number]"	"Term Source REF"	"Term Accession Number"
"1_59"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_59"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"1_60"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_60"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"1_61"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_61"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"1_62"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_62"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"1_63"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_63"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"1_64"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_64"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"1_65"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_65"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"1_66"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_66"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"1_67"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_67"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"1_68"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_68"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"1_69"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_69"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"1_70"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_70"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"1_71"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_71"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"1_72"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_72"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"1_73"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_73"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"1_74"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"1_74"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_1"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_1"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_2"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_2"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"2_3"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_3"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"2_4"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_4"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"2_5"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_5"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_6"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_6"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"2_7"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_7"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"2_8"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_8"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"2_9"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_9"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"6"	""	""
"2_10"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_10"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_11"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_11"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"2_12"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_12"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"6"	""	""
"2_13"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_13"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_14"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_14"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"2_15"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_15"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"2_16"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_16"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"2_17"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_17"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_18"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_18"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"2_19"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_19"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_20"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_20"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"2_21"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_21"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_22"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_22"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"2_23"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_23"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"2_24"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_24"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"2_25"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_25"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_26"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_26"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"6"	""	""
"2_27"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_27"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_28"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_28"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"2_29"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_29"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"2_30"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_30"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"2_31"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_31"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_32"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_32"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_33"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_33"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"2_34"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_34"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"6"	""	""
"2_35"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_35"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"2_36"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_36"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_37"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_37"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_38"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_38"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_39"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_39"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"2_40"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_40"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"2_41"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_41"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"2_42"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"2_42"	"wild type"	""	""	"Glucose 12C"	""	""	"MAMS (near single-cell level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
