Sample Name	Protocol REF	Protocol REF	Comment[Fear related behaviours]	Protocol REF	Comment[Glucose tolerance]	Protocol REF	Comment[Blood pressure]	Protocol REF	Comment[Basal hematology]	Protocol REF	Comment[Basal immunology]	Protocol REF	Comment[Experimental autoimmune encephalitis]	Protocol REF	Comment[Euthanasia and tissue dissection, day]	Comment[Euthanasia and tissue dissection]	Protocol REF	Comment[Serum biochemistry]	Protocol REF	Comment[Arterial elastic lamina ruptures]	Protocol REF	Comment[Bone mass and strength]	Protocol REF	Comment[Wound healing]	Protocol REF	Comment[Body weight]	Protocol REF	Comment[Renal agenesis]	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URL]	Comment[Additional Data Record]
Outbred1020	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	10	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	119	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping26					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1021	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	123	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping27					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1022	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	119	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping28					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1023	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	119	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping29					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1024	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	119	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping30					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1025	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	119	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping31					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1026	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	112	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping32					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1027	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	11	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	112	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping33					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1028	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	12	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	123	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping34					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1029	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	12	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	123	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping35					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred103	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	13	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	N/A	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping36					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1030	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	12	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	116	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping37					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1031	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	12	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	116	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping38					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1032	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	12	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	116	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping39					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1033	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	12	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	116	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping40					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1034	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	12	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	116	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping41					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
Outbred1035	Coat colour	Fear related behaviours	48 measurements taken between weeks 8 and 10 (Table 1)	Intraperitoneal Glucose Tolerance Test (IPGTT)	6 measures taken, week 11 (Table 1)	Blood pressure	12	Basal hematology	32 measures taken, week 13 (Table 1)	Basal immunology	34 measurements taken, week 13 (Table 1)	Experimental Autoimmune Encephalomyelitis (EAE)	Induced week 13, qualitative scoring between weeks 13 and 17 (Table 1)	Euthanasia and tissue dissection	121	All animals euthanized during week 17	Serum biochemistry	15 measures taken, week 17 (Table 1)	Arterial elastic lamina ruptures	6 measures taken, week 17 (Table 1)	Bone mass and strength	43 measures taken, week 17 (Table 1)	Wound healing	1 measure taken, weeks 7 and 17 (Table 1)	Body weight	6 measures taken, weeks 8, 9, 11, 13, 14, and 17 (Table 1)	Renal agenesis	1 measure taken, week 17 (Table 1)	Phenotyping42					measures.txt	Figshare	943485	http://dx.doi.org/10.6084/m9.figshare.943485	measures.txt can also be found at https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2332/files/
