"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[replicate]"	"Term Source REF"	"Term Accession Number"
"LivSet2-34"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-34"	"Sai_Liv_Set2_May_19_2015_032.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 33 bio rep 2, technical replicate 1"	""	""
"LivSet2-34"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-34(2)"	"Sai_Liv_Set2_May_19_2015_047.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 33 bio rep 2, technical replicate 2"	""	""
"LivSet2-35"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-35"	"Sai_Liv_Set2_May_19_2015_025.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 34 bio rep 2, technical replicate 1"	""	""
"LivSet2-35"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-35(2)"	"Sai_Liv_Set2_May_19_2015_071.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 34 bio rep 2, technical replicate 2"	""	""
"LivSet2-36"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-36"	"Sai_Liv_Set2_May_19_2015_119.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 35 bio rep 2, technical replicate 1"	""	""
"LivSet2-36"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-36(2)"	"Sai_Liv_Set2_May_19_2015_049.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 35 bio rep 2, technical replicate 2"	""	""
"LivSet2-37"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-37"	"Sai_Liv_Set2_May_19_2015_063.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 36 bio rep 2, technical replicate 1"	""	""
"LivSet2-37"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-37(2)"	"Sai_Liv_Set2_May_19_2015_061.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 36 bio rep 2, technical replicate 2"	""	""
"LivSet2-38"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-38"	"Sai_Liv_Set2_May_19_2015_099.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 37 bio rep 2, technical replicate 1"	""	""
"LivSet2-38"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-38(2)"	"Sai_Liv_Set2_May_19_2015_060.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 37 bio rep 2, technical replicate 2"	""	""
"LivSet2-39"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-39"	"Sai_Liv_Set2_May_19_2015_050.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 38 bio rep 2, technical replicate 1"	""	""
"LivSet2-39"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-39(2)"	"Sai_Liv_Set2_May_19_2015_065.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 38 bio rep 2, technical replicate 2"	""	""
"LivSet2-40"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-40"	"Sai_Liv_Set2_May_19_2015_043.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 39 bio rep 2, technical replicate 1"	""	""
"LivSet2-40"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-40(2)"	"Sai_Liv_Set2_May_19_2015_057.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 39 bio rep 2, technical replicate 2"	""	""
"LivSet2-41"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-41"	"Sai_Liv_Set2_May_19_2015_081.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 40 bio rep 2, technical replicate 1"	""	""
"LivSet2-41"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-41(2)"	"Sai_Liv_Set2_May_19_2015_078.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 40 bio rep 2, technical replicate 2"	""	""
"LivSet2-42"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-42"	"Sai_Liv_Set2_May_19_2015_069.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 41 bio rep 2, technical replicate 1"	""	""
"LivSet2-42"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-42(2)"	"Sai_Liv_Set2_May_19_2015_064.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 41 bio rep 2, technical replicate 2"	""	""
"LivSet2-43"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-43"	"Sai_Liv_Set2_May_19_2015_034.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 42 bio rep 2, technical replicate 1"	""	""
"LivSet2-43"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-43(2)"	"Sai_Liv_Set2_May_19_2015_092.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 42 bio rep 2, technical replicate 2"	""	""
"LivSet2-44"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-44"	"Sai_Liv_Set2_May_19_2015_100.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 43 bio rep 2, technical replicate 1"	""	""
"LivSet2-44"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-44(2)"	"Sai_Liv_Set2_May_19_2015_089.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 43 bio rep 2, technical replicate 2"	""	""
"LivSet2-45"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-45"	"Sai_Liv_Set2_May_19_2015_021.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 44 bio rep 2, technical replicate 1"	""	""
"LivSet2-45"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-45(2)"	"Sai_Liv_Set2_May_19_2015_112.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 44 bio rep 2, technical replicate 2"	""	""
"LivSet2-46"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-46"	"Sai_Liv_Set2_May_19_2015_074.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 45 bio rep 2, technical replicate 1"	""	""
"LivSet2-46"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-46(2)"	"Sai_Liv_Set2_May_19_2015_068.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 45 bio rep 2, technical replicate 2"	""	""
"LivSet2-47"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-47"	"Sai_Liv_Set2_May_19_2015_128.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 46 bio rep 2, technical replicate 1"	""	""
"LivSet2-47"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-47(2)"	"Sai_Liv_Set2_May_19_2015_102.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 46 bio rep 2, technical replicate 2"	""	""
"LivSet2-48"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-48"	"Sai_Liv_Set2_May_19_2015_126.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 47 bio rep 2, technical replicate 1"	""	""
"LivSet2-48"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"LivSet2-48(2)"	"Sai_Liv_Set2_May_19_2015_039.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_liver_metabolite_profiling_mass_spectrometry_v2_maf.tsv"	"TP 47 bio rep 2, technical replicate 2"	""	""
