"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Factor Value[replicate]"	"Term Source REF"	"Term Accession Number"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Neg-8"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-8(2)"	"Neg-8 technical replicate 2"	""	""	"Sai_KD_June_15_15_171.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-9"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-9"	"Neg-9 technical replicate 1"	""	""	"Sai_KD_June_15_15_128.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-9"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-9(2)"	"Neg-9 technical replicate 2"	""	""	"Sai_KD_June_15_15_242.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-10"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-10"	"Neg-10 technical replicate 1"	""	""	"Sai_KD_June_15_15_091.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-10"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-10(2)"	"Neg-10 technical replicate 2"	""	""	"Sai_KD_June_15_15_183.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-11"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-11"	"Neg-11 technical replicate 1"	""	""	"Sai_KD_June_15_15_106.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-11"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-11(2)"	"Neg-11 technical replicate 2"	""	""	"Sai_KD_June_15_15_271.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-12"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-12"	"Neg-12 technical replicate 1"	""	""	"Sai_KD_June_15_15_112.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-12"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-12(2)"	"Neg-12 technical replicate 2"	""	""	"Sai_KD_June_15_15_258.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-13"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-13"	"Neg-13 technical replicate 1"	""	""	"Sai_KD_June_15_15_147.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-13"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-13(2)"	"Neg-13 technical replicate 2"	""	""	"Sai_KD_June_15_15_266.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-14"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-14"	"Neg-14 technical replicate 1"	""	""	"Sai_KD_June_15_15_046.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-14"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-14(2)"	"Neg-14 technical replicate 2"	""	""	"Sai_KD_June_15_15_223.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-15"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-15"	"Neg-15 technical replicate 1"	""	""	"Sai_KD_June_15_15_030.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-15"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-15(2)"	"Neg-15 technical replicate 2"	""	""	"Sai_KD_June_15_15_280.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-16"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-16"	"Neg-16 technical replicate 1"	""	""	"Sai_KD_June_15_15_055.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-16"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-16(2)"	"Neg-16 technical replicate 2"	""	""	"Sai_KD_June_15_15_174.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-17"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-17"	"Neg-17 technical replicate 1"	""	""	"Sai_KD_June_15_15_067.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-17"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-17(2)"	"Neg-17 technical replicate 2"	""	""	"Sai_KD_June_15_15_186.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-18"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-18"	"Neg-18 technical replicate 1"	""	""	"Sai_KD_June_15_15_126.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-18"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-18(2)"	"Neg-18 technical replicate 2"	""	""	"Sai_KD_June_15_15_284.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-19"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-19"	"Neg-19 technical replicate 1"	""	""	"Sai_KD_June_15_15_093.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-19"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-19(2)"	"Neg-19 technical replicate 2"	""	""	"Sai_KD_June_15_15_257.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-20"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-20"	"Neg-20 technical replicate 1"	""	""	"Sai_KD_June_15_15_066.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-20"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-20(2)"	"Neg-20 technical replicate 2"	""	""	"Sai_KD_June_15_15_190.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-21"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-21"	"Neg-21 technical replicate 1"	""	""	"Sai_KD_June_15_15_117.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-21"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-21(2)"	"Neg-21 technical replicate 2"	""	""	"Sai_KD_June_15_15_222.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-22"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-22"	"Neg-22 technical replicate 1"	""	""	"Sai_KD_June_15_15_056.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-22"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-22(2)"	"Neg-22 technical replicate 2"	""	""	"Sai_KD_June_15_15_243.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-23"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-23"	"Neg-23 technical replicate 1"	""	""	"Sai_KD_June_15_15_047.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-23"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-23(2)"	"Neg-23 technical replicate 2"	""	""	"Sai_KD_June_15_15_162.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-24"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-24"	"Neg-24 technical replicate 1"	""	""	"Sai_KD_June_15_15_057.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Neg-24"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC H-Class System"	""	""	"XBridge BEH Amide XP (2.5 μm, 2.1 mm x 100 mm; Waters)"	"HILIC"	""	""	""	""	"Mass spectrometry"	"alternating"	""	"Waters Xevo TQ"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Neg-24(2)"	"Neg-24 technical replicate 2"	""	""	"Sai_KD_June_15_15_236.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_u2os_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
