"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Infection Status]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Taurine 15N Labeling]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Media Taurine Abundance]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Glucose-6-13C Labeling]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Exogenous SBPase]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Exogenous BFP]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Lysate Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[SBPase Expression in Lysate]"	"Term Source REF"	"Term Accession Number"
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"12WTB"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"24OE1A"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"24OE1B"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"24OE2A"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"24OE2B"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"24WTA"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"24WTB"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"36OE1A"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"36OE1B"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"36OE2A"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"36OE2B"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"36WTA"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
"Tissue Culture"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"foreskin fibroblast"	"CL"	"http://purl.obolibrary.org/obo/CL_1001608"	"Extraction"	"36WTB"	"Infected Cells"	""	""	"No Labeling"	""	""	"No Added Taurine"	""	""	"No Label"	""	""	"No Exogenous SBPase Expression"	""	""	"No Exogenous BFP Expression"	""	""	"No Lysate Treatment"	""	""	"No SBPase In Lysate"	""	""
