"Sample Name"	"Protocol REF"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"2033076"	"Extraction"	"1"	""	""	"45"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_089"	"VT_140528_089.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2036382"	"Extraction"	"1"	""	""	"46"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_091"	"VT_140528_091.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2036382"	"Extraction"	"1"	""	""	"47"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_093"	"VT_140528_093.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2036382"	"Extraction"	"1"	""	""	"48"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_095"	"VT_140528_095.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2042755"	"Extraction"	"1"	""	""	"49"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_097"	"VT_140528_097.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2042755"	"Extraction"	"1"	""	""	"50"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_099"	"VT_140528_099.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2042755"	"Extraction"	"1"	""	""	"51"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_101"	"VT_140528_101.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2043806"	"Extraction"	"1"	""	""	"52"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_103"	"VT_140528_103.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2043806"	"Extraction"	"1"	""	""	"53"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_105"	"VT_140528_105.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2043806"	"Extraction"	"1"	""	""	"54"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_107"	"VT_140528_107.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2005636"	"Extraction"	"1"	""	""	"55"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_109"	"VT_140528_109.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2005636"	"Extraction"	"1"	""	""	"56"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_111"	"VT_140528_111.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2005636"	"Extraction"	"1"	""	""	"57"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_113"	"VT_140528_113.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1999440"	"Extraction"	"1"	""	""	"58"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_115"	"VT_140528_115.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1999440"	"Extraction"	"1"	""	""	"59"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_117"	"VT_140528_117.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1999440"	"Extraction"	"1"	""	""	"60"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_119"	"VT_140528_119.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1998648"	"Extraction"	"1"	""	""	"61"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_121"	"VT_140528_121.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1998648"	"Extraction"	"1"	""	""	"62"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_123"	"VT_140528_123.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1998648"	"Extraction"	"1"	""	""	"63"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_125"	"VT_140528_125.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1993041"	"Extraction"	"1"	""	""	"64"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_127"	"VT_140528_127.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1993041"	"Extraction"	"1"	""	""	"65"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_129"	"VT_140528_129.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1993041"	"Extraction"	"1"	""	""	"66"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_131"	"VT_140528_131.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1991821"	"Extraction"	"1"	""	""	"67"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_133"	"VT_140528_133.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1991821"	"Extraction"	"1"	""	""	"68"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_135"	"VT_140528_135.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1991821"	"Extraction"	"1"	""	""	"69"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_137"	"VT_140528_137.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2182541"	"Extraction"	"1"	""	""	"70"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_139"	"VT_140528_139.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2182541"	"Extraction"	"1"	""	""	"71"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_141"	"VT_140528_141.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2182541"	"Extraction"	"1"	""	""	"72"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_143"	"VT_140528_143.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"Extraction"	"1"	""	""	"73"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_145"	"VT_140528_145.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"Extraction"	"1"	""	""	"74"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_147"	"VT_140528_147.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"Extraction"	"1"	""	""	"75"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140528_149"	"VT_140528_149.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"Extraction"	"2"	""	""	"76"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_001"	"VT_140529_001.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"Extraction"	"2"	""	""	"77"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_003"	"VT_140529_003.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"QSTD"	"Extraction"	"2"	""	""	"78"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_005"	"VT_140529_005.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2182542"	"Extraction"	"2"	""	""	"79"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_007"	"VT_140529_007.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2182542"	"Extraction"	"2"	""	""	"80"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_009"	"VT_140529_009.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2182542"	"Extraction"	"2"	""	""	"81"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_011"	"VT_140529_011.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1991826"	"Extraction"	"2"	""	""	"82"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_013"	"VT_140529_013.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1991826"	"Extraction"	"2"	""	""	"83"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_015"	"VT_140529_015.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1991826"	"Extraction"	"2"	""	""	"84"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_017"	"VT_140529_017.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1993046"	"Extraction"	"2"	""	""	"85"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_019"	"VT_140529_019.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1993046"	"Extraction"	"2"	""	""	"86"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_021"	"VT_140529_021.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1993046"	"Extraction"	"2"	""	""	"87"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_023"	"VT_140529_023.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"1998658"	"Extraction"	"2"	""	""	"88"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140529_025"	"VT_140529_025.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
