"Sample Name"	"Factor Value[Time Point]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"2175899"	"Daily"	""	""	"1"	""	""	"94"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_094"	"VT_150417_094.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2175899"	"Daily"	""	""	"1"	""	""	"96"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_096"	"VT_150417_096.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2175904"	"Daily"	""	""	"1"	""	""	"98"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_098"	"VT_150417_098.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2175904"	"Daily"	""	""	"1"	""	""	"100"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_100"	"VT_150417_100.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2175904"	"Daily"	""	""	"1"	""	""	"102"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_102"	"VT_150417_102.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2175909"	"Daily"	""	""	"1"	""	""	"104"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_104"	"VT_150417_104.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2175909"	"Daily"	""	""	"1"	""	""	"106"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_106"	"VT_150417_106.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2175909"	"Daily"	""	""	"1"	""	""	"108"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_108"	"VT_150417_108.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206585"	"Daily"	""	""	"1"	""	""	"110"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_110"	"VT_150417_110.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206585"	"Daily"	""	""	"1"	""	""	"112"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_112"	"VT_150417_112.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206585"	"Daily"	""	""	"1"	""	""	"114"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_114"	"VT_150417_114.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206590"	"Daily"	""	""	"1"	""	""	"116"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_116"	"VT_150417_116.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206590"	"Daily"	""	""	"1"	""	""	"118"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_118"	"VT_150417_118.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206590"	"Daily"	""	""	"1"	""	""	"120"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_120"	"VT_150417_120.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206595"	"Daily"	""	""	"1"	""	""	"122"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_122"	"VT_150417_122.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206595"	"Daily"	""	""	"1"	""	""	"124"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_124"	"VT_150417_124.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206595"	"Daily"	""	""	"1"	""	""	"126"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_126"	"VT_150417_126.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206600"	"Daily"	""	""	"1"	""	""	"128"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_128"	"VT_150417_128.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206600"	"Daily"	""	""	"1"	""	""	"130"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_130"	"VT_150417_130.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206600"	"Daily"	""	""	"1"	""	""	"132"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_132"	"VT_150417_132.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206605"	"Daily"	""	""	"1"	""	""	"134"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_134"	"VT_150417_134.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206605"	"Daily"	""	""	"1"	""	""	"136"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_136"	"VT_150417_136.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2206605"	"Daily"	""	""	"1"	""	""	"138"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_138"	"VT_150417_138.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2143356"	"Daily"	""	""	"1"	""	""	"140"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_140"	"VT_150417_140.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2143356"	"Daily"	""	""	"1"	""	""	"142"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_142"	"VT_150417_142.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2143356"	"Daily"	""	""	"1"	""	""	"144"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_144"	"VT_150417_144.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"REe6"	"NA"	""	""	"1"	""	""	"146"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_146"	"VT_150417_146.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"REe6"	"NA"	""	""	"1"	""	""	"148"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_148"	"VT_150417_148.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"REe6"	"NA"	""	""	"1"	""	""	"150"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_150"	"VT_150417_150.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"q3June2014"	"NA"	""	""	"1"	""	""	"152"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_152"	"VT_150417_152.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"q3June2014"	"NA"	""	""	"1"	""	""	"154"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_154"	"VT_150417_154.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"q3June2014"	"NA"	""	""	"1"	""	""	"156"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150417_156"	"VT_150417_156.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"q3June2014"	"NA"	""	""	"2"	""	""	"158"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_002"	"VT_150418_002.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"q3June2014"	"NA"	""	""	"2"	""	""	"160"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_004"	"VT_150418_004.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"q3June2014"	"NA"	""	""	"2"	""	""	"162"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_006"	"VT_150418_006.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"REe6"	"NA"	""	""	"2"	""	""	"164"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_008"	"VT_150418_008.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"REe6"	"NA"	""	""	"2"	""	""	"166"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_010"	"VT_150418_010.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"REe6"	"NA"	""	""	"2"	""	""	"168"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_012"	"VT_150418_012.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2124843"	"Daily"	""	""	"2"	""	""	"170"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_014"	"VT_150418_014.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2124843"	"Daily"	""	""	"2"	""	""	"172"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_016"	"VT_150418_016.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2124843"	"Daily"	""	""	"2"	""	""	"174"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_018"	"VT_150418_018.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2124848"	"Daily"	""	""	"2"	""	""	"176"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_020"	"VT_150418_020.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2124848"	"Daily"	""	""	"2"	""	""	"178"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_022"	"VT_150418_022.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2124848"	"Daily"	""	""	"2"	""	""	"180"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_024"	"VT_150418_024.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2124853"	"Daily"	""	""	"2"	""	""	"182"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_026"	"VT_150418_026.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2124853"	"Daily"	""	""	"2"	""	""	"184"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_028"	"VT_150418_028.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
"2124853"	"Daily"	""	""	"2"	""	""	"186"	""	""	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_150418_030"	"VT_150418_030.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_e03_c18neg.tsv"
