"sample.name"	"Sample.Name"	"Protocol.REF_x"	"Parameter.Value.Post.Extraction."	"Parameter.Value.Derivatization."	"Extract.Name"	"Protocol.REF.1"	"Parameter.Value.Chromatography.Instrument."	"Term.Source.REF_x"	"Term.Accession.Number_x"	"Parameter.Value.Column.model."	"Parameter.Value.Column.type."	"Labeled.Extract.Name"	"Label"	"Term.Source.REF.1_x"	"Term.Accession.Number.1_x"	"Protocol.REF.2"	"Parameter.Value.Scan.polarity."	"Parameter.Value.Scan.m.z.range."	"Parameter.Value.Instrument."	"Term.Source.REF.2_x"	"Term.Accession.Number.2_x"	"Parameter.Value.Ion.source."	"Term.Source.REF.3_x"	"Term.Accession.Number.3_x"	"Parameter.Value.Mass.analyzer."	"Term.Source.REF.4"	"Term.Accession.Number.4"	"MS.Assay.Name"	"Raw.Spectral.Data.File"	"Protocol.REF.3"	"Normalization.Name"	"Derived.Spectral.Data.File"	"Protocol.REF.4"	"Data.Transformation.Name"	"Metabolite.Assignment.File"	"Source.Name"	"Characteristics.Organism."	"Term.Source.REF_y"	"Term.Accession.Number_y"	"Characteristics.Organism.part."	"Term.Source.REF.1_y"	"Term.Accession.Number.1_y"	"Protocol.REF_y"	"Factor.Value.Genotype."	"Term.Source.REF.2_y"	"Term.Accession.Number.2_y"	"Factor.Value.Replicate."	"Term.Source.REF.3_y"	"Term.Accession.Number.3_y"
"1406_49"	"Wil-167"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_49"	"1406_49.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Wil-167"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Wil"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_5"	"Ct-137"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_5"	"1406_5.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Ct-137"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Ct"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_50"	"Zu-171"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_50"	"1406_50.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Zu-171"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Zu"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_51"	"Edi-175"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_51"	"1406_51.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Edi-175"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Edi"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_52"	"Rsch-179"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_52"	"1406_52.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Rsch-179"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Rsch"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_53"	"No-183"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_53"	"1406_53.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"No-183"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"No"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_54"	"Po-187"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_54"	"1406_54.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Po-187"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Po"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_55"	"Bur-191"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_55"	"1406_55.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Bur-191"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Bur"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_56"	"Can-195"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_56"	"1406_56.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Can-195"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Can"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_57"	"Col-124"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_57"	"1406_57.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Col-124"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Col"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_58"	"Ws-128"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_58"	"1406_58.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Ws-128"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Ws"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_59"	"Hi-132"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_59"	"1406_59.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Hi-132"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Hi"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_6"	"Kn-141"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_6"	"1406_6.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Kn-141"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Kn"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_60"	"Mt-136"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_60"	"1406_60.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Mt-136"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Mt"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_61"	"Ct-140"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_61"	"1406_61.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Ct-140"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Ct"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_62"	"Kn-144"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_62"	"1406_62.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Kn-144"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Kn"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_63"	"Ler-148"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_63"	"1406_63.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Ler-148"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Ler"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_64"	"Oy-152"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_64"	"1406_64.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Oy-152"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Oy"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_65"	"Tsu-156"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_65"	"1406_65.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Tsu-156"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Tsu"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_66"	"Sf-160"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_66"	"1406_66.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Sf-160"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Sf"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_67"	"Wu-164"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_67"	"1406_67.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Wu-164"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Wu"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_68"	"Wil-168"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_68"	"1406_68.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Wil-168"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Wil"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_69"	"Zu-172"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_69"	"1406_69.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Zu-172"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Zu"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_7"	"Ler-145"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_7"	"1406_7.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Ler-145"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Ler"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_70"	"Edi-176"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_70"	"1406_70.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Edi-176"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Edi"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_71"	"Rsch-180"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_71"	"1406_71.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"Rsch-180"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"Rsch"	"NA"	"NA"	"1"	"NA"	"NA"
"1406_72"	"No-184"	"Extraction"	"NA"	"sylilation"	"NA"	"Chromatography"	"Agilent 6890N GC"	"NA"	"NA"	"Zebron ZB-5 GC (0.25 µm, 0.25 mm x 30 m; Phenomenex)"	"low polarity"	"NA"	"NA"	"NA"	"NA"	"Mass spectrometry"	"positive"	"70-600"	"Agilent 5975C inert XL MSD"	"NA"	"NA"	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"1406_72"	"1406_72.CDF"	"Data transformation"	"NA"	"NA"	"Metabolite identification"	"NA"	"m_MTBLS338_GCMS_Root_met_v2_maf.tsv"	"No-184"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"No"	"NA"	"NA"	"1"	"NA"	"NA"
